ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1977825	1992799
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1992799	1992800
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1992800	1994257
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	136.9167	35.1667	1994257	1994261
大中臣清麻呂	Ōnakatomi no Kiyomaro	136.9167	35.1667	136.9167	35.1667	1994261	1995718
大中臣清麻呂	Ōnakatomi no Kiyomaro	136.9167	35.1667	135.80483	34.68509	1995718	1995722
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1995722	1996817
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1996817	1996818
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1996818	1997913
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1997913	1997914
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1997914	1998643
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1998643	1998644
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1998644	1999739
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1999739	1999740
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	1999740	2000103
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.5618168	34.7773564	2000103	2000105
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.5618168	34.7773564	135.5618168	34.7773564	2000105	2000468
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.5618168	34.7773564	135.80483	34.68509	2000468	2000470
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2000470	2000835
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2000835	2000836
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2000836	2001930
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2001930	2001931
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2001931	2002295
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2002295	2002296
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2002296	2002661
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2002661	2002662
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2002662	2003026
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2003026	2003027
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2003027	2003391
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2003391	2003392
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2003392	2003756
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2003756	2003757
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2003757	2006678
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2006678	2006679
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2006679	2009515
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2009515	2009516
大中臣清麻呂	Ōnakatomi no Kiyomaro	135.80483	34.68509	135.80483	34.68509	2009516	2009546
