age	hunter_gatherer_male_ndx	hunter_gatherer_female_ndx	agricultural_male_ndx	agricultural_female_ndx
0	27	27	27	27
1	2.541152301	2.52596274	2.494172825	2.504982234
2	1.86541293	1.860276778	1.860246916	1.860650489
3	1.391597709	1.391369714	1.405939425	1.401497433
4	1.061982998	1.064090612	1.082117146	1.076487008
5	0.8365576079	0.838030249	0.8527559948	0.8481820786
6	0.6836306317	0.6838773188	0.6915066264	0.6892545431
7	0.5804781515	0.5790701201	0.5780253124	0.5786081083
8	0.5075360443	0.5042168299	0.4953715538	0.498477864
9	0.4496125198	0.4455438649	0.4316637399	0.4363714503
10	0.3960344641	0.391566471	0.3775125298	0.3822488387
11	0.3403144039	0.3372254617	0.3282380377	0.3313208342
12	0.285295742	0.2846664842	0.2839551166	0.2843283389
13	0.2368067098	0.238281891	0.2465205274	0.2439104175
14	0.2014513864	0.2049260343	0.2202527268	0.2152243115
15	0.1843159656	0.1885754108	0.2083509854	0.20178834
16	0.1894945236	0.1940735468	0.2150716959	0.2081448705
17	0.2273905309	0.2311205002	0.2476290371	0.2424003201
18	0.3199122739	0.3190188882	0.3168122006	0.318001951
19	0.5151192744	0.5000467378	0.4415577222	0.4605320841
20	0.8881264021	0.8285282311	0.6342414988	0.6926996812
21	1.485166965	1.336180193	0.8833183582	1.010963709
22	2.213554667	1.932504181	1.129572004	1.344166329
23	2.753295072	2.356373581	1.275785057	1.555084849
24	2.851400511	2.439237379	1.286967368	1.581133021
25	2.583877738	2.217894894	1.193866767	1.456805074
26	2.192813241	1.905339881	1.074972533	1.291316137
27	1.884596151	1.661972715	0.989966413	1.167606806
28	1.716174281	1.526647691	0.9529667372	1.105997997
29	1.682834353	1.505828501	0.9658202461	1.110037633
30	1.763564614	1.572567468	1.008232753	1.158071053
31	1.921211762	1.697322113	1.053504876	1.222508425
32	2.11592075	1.843333703	1.078546123	1.276095043
33	2.294154828	1.965229444	1.066567252	1.294180702
34	2.405708453	2.033514588	1.029718083	1.279599452
35	2.418399186	2.032010916	0.9900863169	1.247767693
36	2.326669999	1.968383751	0.9736607272	1.222689706
37	2.152194416	1.861232717	1.004523538	1.226825755
38	1.929108343	1.730119119	1.09272391	1.266910871
39	1.692798962	1.591754054	1.245823176	1.343610963
40	1.469857503	1.457610133	1.450226707	1.441720013
41	1.27677669	1.334890082	1.66735023	1.535309538
42	1.118799604	1.22639966	1.844561118	1.598862797
43	0.9947411883	1.132719429	1.92588914	1.610794797
44	0.9004840948	1.052416369	1.901869782	1.572093422
45	0.8308466789	0.9836471182	1.799876771	1.497643143
46	0.7817144135	0.9255977793	1.668059481	1.410409752
47	0.7499200651	0.8781668608	1.55107192	1.332285412
48	0.7338069097	0.8438708887	1.471430014	1.276706983
49	0.7329915722	0.8263028413	1.440612584	1.252362681
50	0.7474642895	0.8298016981	1.460885566	1.263297071
51	0.7772608549	0.8593504248	1.531611376	1.311971982
52	0.8198785107	0.914446202	1.644937573	1.394114582
53	0.8683303363	0.9894730925	1.783818811	1.498464623
54	0.9098600811	1.064587564	1.912394265	1.598014194
55	0.9252629778	1.106649578	1.978261668	1.651953087
56	0.8967762231	1.084529609	1.933989874	1.62286984
57	0.8160051124	0.9842792522	1.760069518	1.493011971
58	0.6919576309	0.8287753974	1.489098223	1.285759977
59	0.5479130335	0.6573008559	1.181535733	1.046572805
60	0.4086250802	0.5024914544	0.8937501077	0.818855237
61	0.2911773749	0.3802843363	0.6572072447	0.6285010952
62	0.2010970243	0.291327477	0.4798021265	0.4826966505
63	0.1363451999	0.2303239553	0.3555658724	0.378265432
64	0.09170773946	0.190883749	0.2735182001	0.3080646674
65	0.06167315507	0.1679412428	0.2235506049	0.2653630128
66	0.04166124935	0.157674463	0.1969819372	0.2441412064
67	0.02831284042	0.157583571	0.1882118493	0.2403363618
68	0.01936102659	0.1651793659	0.1928482427	0.2499601577
69	0.04356881017	0.1767125798	0.205976167	0.2672771304
70	0.0001557843158	0.186770463	0.2209869605	0.2839744174
71	0.00000008360120321	0.1881606928	0.2279692075	0.2883592492
72	0	0.1772457249	0.2201958912	0.2737827873
73	0	0.1560514059	0.197902048	0.2424787434
74	0	0.1304488458	0.1676398698	0.2033587454
75	0	0.1068395893	0.1381278189	0.1667403382
76	0	0.08809018215	0.1138705799	0.1374385696
77	0	0.07472943382	0.09616454826	0.1164944009
78	0	0.06585341381	0.08411149739	0.1025660826
79	0	0.05994825735	0.0758553324	0.09329075791
80	0	0.05575903422	0.06982995947	0.08669917993
81	0	0.05208058215	0.06454567874	0.08089477284
82	0	0.04821746211	0.05917059712	0.07478947099
83	0	0.04397577593	0.05348758995	0.06808921885
84	0	0.03947369556	0.04764128584	0.0609909731
85	0	0.03509001188	0.04206258361	0.05409587547
86	0	0.03109343184	0.03704125431	0.04782503659
87	0	0.02763347093	0.03272389322	0.04240738569
88	0	0.02472185395	0.02910155223	0.03785501459
89	0	0.02225485989	0.02603953737	0.03400081827
90	0	0.02012379361	0.02340314336	0.03067226865
91	0	0.01821495676	0.02105734534	0.02769151069
92	0	0.01645718482	0.01891758557	0.02494846899
93	0	0.01482329524	0.01694951478	0.02240223506
94	0	0.01330613699	0.01514111155	0.02004274623
95	0	0.01191762654	0.01350099124	0.01788873035
96	0	0.01066401356	0.01203155463	0.01594934702
97	0	0.009544513983	0.01072773963	0.0142223046
98	0	0.008551250964	0.009577325157	0.01269424152
99	0	0.007668851261	0.008560619815	0.01134040827
100	0	0.06515838491	0.07213882233	0.09185386445   
