key	latitude	longitude	first_year	last_year	時代	種別	所在地
mtDNA1352	52.598517	-8.328355	-4797	-4602	4797-4602 calBCE (5844±35 BP, UBA-40235)	Ireland_HG	Killuragh, Limerick
mtDNA1353	50.156484	14.538727	-2200	-1950	3675±30 BP	Unetice	Praha-Miškovice_39, Bohemia
mtDNA1354	50.215039	15.119066	-2200	-1900	inferred	Unetice	Chleby_2039, Bohemia
mtDNA1355	40.26	29.65	-6400	-5600	6400-5600 BCE	Anatolia_N	Mentese
mtDNA1356	50.174207	14.646467	-2204	-2039	inferred	Unetice	Brandýs nad Labem_76-2, Bohemia
mtDNA1357	50.416843	14.245509	-2200	-1900	inferred	Unetice	Roudnice nad Labem_1-7, Bohemia
mtDNA1358	50.151931	14.493838	-2288	-2141	3786±25 BP	Unetice	Praha-Ďáblice_22D-4, Bohemia
mtDNA1359	50.416843	14.245509	-2200	-1900	inferred	Unetice	Roudnice nad Labem_1-5, Bohemia
mtDNA1360	44.6689	18.0919	-4200	-4100	~4200 BC	Croatia_C	Potočani
mtDNA1361	50.174207	14.646467	-2204	-2039	inferred	Unetice	Brandýs nad Labem_76-3, Bohemia
mtDNA1362	50.151931	14.493838	-2197	-2036	3720±21 BP	Unetice	Praha-Ďáblice_22D-1, Bohemia
mtDNA1363	50.174207	14.646467	-2137	-1954	inferred	Unetice	Brandýs nad Labem_63-2, Bohemia
mtDNA1364	50.365945	14.446606	-1936	-1698	3504±41 BP	Unetice	Vliněves_H443, Bohemia
mtDNA1365	50.174207	14.646467	-2134	-1954	3661±24 BP	Unetice	Brandýs nad Labem_63-3, Bohemia
mtDNA1366	40.3	29.56666667	-6500	-6200	6500-6200 BCE	Anatolia_N	Barcın Höyük
mtDNA1367	47.51062	18.61693	-4834	-4556	4834-4556 calBCE (5850±40 BP, Poz-82582)	Lengyel	Csabdi-Télizöldes
mtDNA1368	58.535	15.046	-5715	-5569	5715-5569 calBCE (6734±30 BP, Ua-51722)	Nordic_HG	Motala, Kanaljorden
mtDNA1369	49.992004	15.776861	-1955	-1776	3550±23 BP	Unetice	Mikulovice_93, Bohemia
mtDNA1370	50.1217475	14.4569508	-1882	-1742	1882-1742 calBCE (3480±20 BP, PSUAMS-2842)	Unetice	Prague 8, Kobylisy, Ke Stírce Street
mtDNA1371	50.0504153	14.3667267	-2197	-1983	2197-1983 calBCE (3700±25 BP, PSUAMS-3886)	Unetice	Prague 5, Jinonice, Zahradnictví
mtDNA1372	47.189141	20.004795	-3649	-3516	3649-3516 calBCE (4800±40 BP, Poz-82206)	Balkans_LCA	Abony, Turjányos-dűlő
mtDNA1373	58.0641475	7.7436813	-7502	-7325	7502-7325 calBCE (8703±27 BP) [R_combine: TRa-954, TUa-1257, TRa-952, TUa-2106, TRa-951, TRa-953, TUa-2107)]	Nordic_HG	Hummervikholmen
mtDNA1374	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1375	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1376	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1377	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1378	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1379	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1380	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1381	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1382	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1383	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1384	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1385	50.2553853	7.8972125	-3300	-3200	3300-3200 cal BCE	CEU_LN	Niedertiefenbach
mtDNA1386	52.54	11.97	-3483	-3104	3483-3104 calBCE (4556±26 BP, MAMS-41243)	CEU_LN	Saxony-Anhalt, Germany
mtDNA1387	51.167663	11.847527	-2139	-1959	2139-1959 calBCE (3671±26 BP, MAMS-22821)	Unetice	Eulau
mtDNA1388	51.42	11.68	-2137	-1936	2137-1936 calBCE (3650±32 BP, MAMS-21495)	Unetice	Esperstedt
mtDNA1389	53.7510411	13.2930548	-1350	-1150	1300-1200 calBC	CEU_MLBA	Weltzin
mtDNA1390	47.85755	21.43239	-5217	-4997	5217-4997 calBCE (6170±40 BP, Poz-83632)	Alfold_Linear_Pottery	Hajdúnánás-Eszlári út
mtDNA1391	47.85755	21.43239	-5305	-5046	5305-5046 calBCE (6220±40 BP, Poz-83631)	Alfold_Linear_Pottery	Hajdúnánás-Eszlári út
mtDNA1392	47.8679381	21.1141038	-5330	-5085	7,280-7,035 ybp	Balkans_N	Polgár-Ferenci-hát, Hungary, 715/1022
mtDNA1393	44.718056	26.645278	-4350	-4100	6,300-6,050 ybp	Balkans_CA	Urziceni, Romania, Grave 27
mtDNA1394	47.189141	20.004795	-3800	-3600	3800-3600 BCE	Balkans_LCA	Abony, Turjányos-dűlő
mtDNA1395	37.3244444	-4.005833333	400	600	400-600 CE	Iberia_EMA	El Castillón, Montefrío, Granada, Andalusia
mtDNA1396	43.21817	2.4127	-3943	-3710	3943-3710 calBC	France_MN2	Bergheim
mtDNA1397	40.52027778	44.93083333	-1400	-1100	1400-1100 BCE	Armenia_MLBA	Caucasus
mtDNA1398	48.961111	10.130556	1486	1627	1,486–1,627 calAD	CEU_EM	Ellwangen
mtDNA1399	43.3614	3.42701	-600	-400	600-400 BCE	France_LIA	Bessan
mtDNA1400	46.789365	17.784885	-5100	-5000		LBK	Balatonszemes-Bagódomb 
mtDNA1401	57.2851891	17.9705838	-7073	-6810	7073-6810 calBCE	Nordic_HG	Stora Förvar, Stora Karlsö
mtDNA1402	37.439437	-3.437567	-40000	-5000	40000-5000 BCE	Iberia_HG	Cueva de la Carigüela, Piñar, Granada, Andalusia
mtDNA1403	42.085341	1.601683	-11446	-10772	11446-10772 calBCE (11095±195 BP, Ua-34297)	Iberia_HG	Navés, Lleida
mtDNA1404	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1405	48.2884527	11.9048536	500	600	Mid-6th c.	Germanic	Altenerding-Klettham, Bavaria, Germany
mtDNA1406	61.85	-6.8	1500	1700	1500-1700 CE	Nordic_MA	Faroes
mtDNA1407	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1408	55.997	14.104	-1495	-1301	1495-1301 calBCE (3130±27 BP, OxA-29651)	Nordic_BA	Ängamöllan
mtDNA1409	55.397	13.6	-2015	-1774	2015-1774 calBCE (3556±28 BP, OxA-29193)	Nordic_LN	Abekås
mtDNA1410	58.3712177	15.0051382	1250	1275	c. 1250-1275	Nordic_MA	Varnhem Abbey 
mtDNA1411	58.17	22.25	705	949	705-949 calCE (1199±32 BP, Ua-50746)	Viking	Saaremaa
mtDNA1412	60	32.3	1000	1200	1000-1200 CE	Viking	Ladoga
mtDNA1413	60	32.3	900	1200	900-1200 CE	Viking	Ladoga
mtDNA1414	58.3712177	15.0051382	1210	1266	c. 1210-1266	Nordic_MA	Varnhem Abbey 
mtDNA1415	67.93	14.96	500	1000	500-1000 CE	Viking	Nor_North
mtDNA1416	42.01656	2.814897	500	700	500-700 CE	Iberia_Roman	Pla de l'Horta, Sarrià de Ter, Girona, Catalonia
mtDNA1417	59.61731	17.72361	998	1164	998-1164 calCE (965±35 BP, Ua-22741)	Viking	Sigtuna
mtDNA1418	55.997	14.104	-1436	-1286	1436-1286 calBCE (3105±28 BP, OxA-29654)	Nordic_BA	Ängamöllan
mtDNA1419	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1420	41.7066	15.7292	670	774	1285 ± 23 BP; 670  -774 calCE	Apulia_MA	San Giovanni Rotondo
mtDNA1421	60	32.3	900	1200	900-1200 CE	Viking	Ladoga
mtDNA1422	48.89	12.57	480	510	480-510 CE	Germanic	Straubing- Bajuwarenstraße
mtDNA1423	48.327874	21.719835	895	950	895- mid Xth c.	Magyar	Karosc II/26
mtDNA1424	52.5912484	16.7793289	10	375	~ 10-375 AD	Germanic	Kowalewko, Wielkopolskie
mtDNA1425	52.5912484	16.7793289	110	160	~ 110/120-160 AD	Germanic	Kowalewko, Wielkopolskie
mtDNA1426	47.4925	19.051389	-650	-450	2,600-2,400 ybp	Balkans_IA	Kesznyéten-Szérűskert, Hungary
mtDNA1427	53.633	-1.175	600	900	600-900 CE	Anglo-Saxon	Driffield Terrace
mtDNA1428	59.61731	17.72361	995	1160	995-1160 calCE (975±35 BP, Ua-22733)	Viking	Sigtuna
mtDNA1429	60	32.3	900	1200	900-1200 CE	Viking	Ladoga
mtDNA1430	56.014689	14.068039	-1931	-1749	1931-1749 calBCE (3520±30 BP, Beta-417631)	Megalithic	Öllsjö
mtDNA1431	59.61731	17.72361	900	1200	900-1200 CE	Viking	Sigtuna
mtDNA1432	48.296	11.903	460	510	480-510 CE	Germanic	Altenerding- Klettham
mtDNA1433	60.8	11.1	700	1100	700-1100 CE	Viking	Nor_South
mtDNA1434	60.55	-45.34	1035	1211	1035-1211 calCE (919±35 BP, AAR-6146)	Viking	Eastern Settlement
mtDNA1435	54.87	10.72	900	1000	900-1000 CE	Viking	Langeland
mtDNA1436	58.17	22.25	652	775	652-775 calCE (1320±30 BP, Hela-191)	Viking	Saaremaa
mtDNA1437	55.397	13.6	-1396	-1131	1396-1131 calBCE (3025±30 BP, OxA-28998)	Nordic_BA	Abekås
mtDNA1438	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1439	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1440	60	32.3	800	1000	800-1000 CE	Viking	Ladoga
mtDNA1441	60	32.3	900	1100	900-1100 CE	Viking	Ladoga
mtDNA1442	50.67	-2.47	970	1025	970-1025 CE	Viking	Dorset
mtDNA1443	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1444	56.7207075	16.7115646	800	1100	800-1100 CE	Viking	Oland
mtDNA1445	55.5	10.33	900	1000	900-1000 CE	Viking	Funen
mtDNA1446	58.38	13.65	900	1200	900-1200 CE	Viking	Skara
mtDNA1447	60	32.3	1000	1100	1000-1100 CE	Viking	Ladoga
mtDNA1448	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1449	58.38	13.65	900	1200	900-1200 CE	Viking	Skara
mtDNA1450	59.61731	17.72361	900	1200	900-1200 CE	Viking	Sigtuna
mtDNA1451	60	32.3	900	1200	900-1200 CE	Viking	Ladoga
mtDNA1452	57.3501182	17.0758422	700	800	700-800 CE	Viking	Oland
mtDNA1453	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1454	65.722858	-18.186543	850	1000	850-1000 CE	Nordic_MA	Sílastaðir
mtDNA1455	60	32.3	900	1200	900-1200 CE	Viking	Ladoga
mtDNA1456	65.61	-17.16	900	1300	900-1300 CE	Viking	Hofstadir
mtDNA1457	65.39748	-14.65601	870	1000	870-1000 CE	Nordic_MA	Hrólfsstaðir
mtDNA1458	67.64	14.79	700	900	700-900 CE	Viking	Nor_North
mtDNA1459	65.537708	-14.526592	850	1000	850-1000 CE	Nordic_MA	Smyrlaberg
mtDNA1460	68.55	16.4	700	1100	700-1100 CE	Viking	Nor_North
mtDNA1461	54.8	10.69	800	900	800-900 CE	Viking	Langeland
mtDNA1462	54.78	31.87	900	1100	900-1100 CE	Viking	Gnezdovo
mtDNA1463	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1464	55.15	11.87	660	780	660-780 calCE	Viking	Sealand
mtDNA1465	57.63	18.28	900	1050	900-1050 CE	Viking	Gotland
mtDNA1466	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1467	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1468	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1469	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1470	54.87	10.72	900	1000	900-1000 CE	Viking	Langeland
mtDNA1471	55.51	10.45	800	1100	800-1100 CE	Viking	Funen
mtDNA1472	57.3501182	17.0758422	700	800	700-800 CE	Viking	Oland
mtDNA1473	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1474	41.8964977	12.4718662	1409	1450	1409-1450 calCE (485±25 BP, UCIAMS-213635)	Italy_MA	Cancelleria
mtDNA1475	55.15	11.87	670	830	670-830 calCE	Viking	Sealand
mtDNA1476	65.5707	-24.0658	850	1050	850-1050 CE	Nordic_MA	Vatnsdalur
mtDNA1477	46.28333333	17.85	412	604	412-604 CE	Germanic	Szólád, Hungary
mtDNA1478	55.56	11.25	850	900	850-900 CE	Viking	Sealand
mtDNA1479	55.13	11.95	900	1000	900-1000 CE	Viking	Sealand
mtDNA1480	55.87	12.08	700	1000	700-1000 CE 	Viking	Sealand
mtDNA1481	65.9707	-18.532693	980	1020	980-1020 CE	Nordic_MA	Dalvík (Brimnes)
mtDNA1482	58.17	22.25	706	945	706-945 calCE (1200±30 BP, Beta-509634)	Viking	Saaremaa
mtDNA1483	58.38	13.65	900	1200	900-1200 CE	Viking	Skara
mtDNA1484	65.61	-17.16	900	1300	900-1300 CE	Viking	Hofstadir
mtDNA1485	65.906	-16.5408	870	1000	870-1000 CE	Nordic_MA	Straumur
mtDNA1486	60.99	-45.42	900	1200	900-1200 CE	Viking	Eastern Settlement
mtDNA1487	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1488	57.3426385	17.0209072	800	1100	800-1100 CE	Viking	Oland
mtDNA1489	57.63	18.28	900	1050	900-1050 CE	Viking	Gotland
mtDNA1490	58.38	13.65	900	1200	900-1200 CE	Viking	Skara
mtDNA1491	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1492	58.38	13.65	900	1200	900-1200 CE	Viking	Skara
mtDNA1493	68.34	15.66	700	1600	700-1600 CE	Viking	Nor_North
mtDNA1494	61.18	-45.68	900	1200	900-1200 CE	Viking	Eastern Settlement
mtDNA1495	61.18	-45.68	900	1200	900-1200 CE	Viking	Eastern Settlement
mtDNA1496	48.4336	7.4853	-600	-250	First Iron Age??	France_IA	Goxwiller, Alsace
mtDNA1497	43.3219	1.204	-4314	-4052	4314-4052 calBC	France_MN2	Cugnaux
mtDNA1498	48.89	12.57	460	530	460-530 CE	Germanic	Straubing- Bajuwarenstraße
mtDNA1499	55.51	10.45	800	1100	800-1100 CE	Viking	Funen
mtDNA1500	59.61731	17.72361	900	1200	900-1200 CE	Viking	Sigtuna
mtDNA1501	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1502	41.35039694	-75.03404617	1521	1797	1521-1797 calCE (269±26 BP, OxA-34348)	America_North_Modern	Shohola Creek, Indian Cabin Ridge, PA
mtDNA1503	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1504	58.17	22.25	649	775	649-775 calCE (1330±30 BP, Poz-109002)	Viking	Saaremaa
mtDNA1505	67.28	14.39	900	1000	900-1000 CE	Viking	Nor_North
mtDNA1506	58.17	22.25	657	777	657-777 calCE (1295±32 BP, Ua-50747)	Viking	Saaremaa
mtDNA1507	51.76	-1.26	880	1000	880-1000 CE	Viking	Oxford
mtDNA1508	66.26	12.73	900	1000	900-1000 CE	Viking	Nor_North
mtDNA1509	58.17	22.25	674	877	674-877 calCE (1250±30 BP, Beta-509632)	Viking	Saaremaa
mtDNA1510	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1511	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1512	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1513	51.74499411	11.75691605	1284	1392	1284-1392 calAD	CEU_Medieval	Wüstung Krakau bei Peißen, Saxony-Anhalt
mtDNA1514	57.3426385	17.0209072	800	1100	800-1100 CE	Viking	Oland
mtDNA1515	56.41526	16.4326046	899	1168	899-1168 calCE (1000±50 BP, LuSNo-10271)	Viking	Oland
mtDNA1516	65.6	-20.166667	870	1000	870-1000 CE	Nordic_MA	Smyrlaberg
mtDNA1517	55.43	10.61	515	1015	515-1015 calCE	Viking	Funen
mtDNA1518	54.87	10.72	900	1000	900-1000 CE	Viking	Langeland
mtDNA1519	43.1751	2.4049	-1893	-1700	1893-1700 calBC	France_EBA	Pépieux
mtDNA1520	50.67	-2.47	970	1025	970-1025 CE	Viking	Dorset
mtDNA1521	55.33	8.76	894	1025	894-1025 calCE (1070±27 BP, AAR-20104)	Viking	Jutland
mtDNA1522	56.4775012	16.5761124	709	995	709-995 calCE (1155±50 BP, LuSNo-10270)	Viking	Oland
mtDNA1523	55.62	11.97	800	1100	800-1100 CE	Viking	Sealand
mtDNA1524	55.655463	12.245129	1	200	1-200 CE	Nordic_IA	Sealand
mtDNA1525	55.87	12.08	700	1000	700-1000 CE 	Viking	Sealand
mtDNA1526	55.5	10.33	800	1100	800-1100 CE	Viking	Funen
mtDNA1527	51.37	31.18	900	1200	900-1200 CE	Viking	Shestovitsa
mtDNA1528	56.5524197	16.6212723	800	1100	800-1100 CE	Viking	Oland
mtDNA1529	58.17	22.25	700	800	700-800 CE	Viking	Saaremaa
mtDNA1530	55.635879	12.241361	275	325	200-400 CE	Nordic_IA	Sealand
mtDNA1531	52.7	18.9	900	1100	900-1100 CE	Viking	Bodzia
mtDNA1532	41.8947764	12.4762658	400	600	400-600 CE	Italy_LA	Crypta Balbi
mtDNA1533	45.0792	7.5783	580	630	580-630 CE	Germanic	Collegno, Italy
mtDNA1534	54.85	10.78	900	1000	900-1000 CE	Viking	Langeland
mtDNA1535	32.03244	34.89061	-2000	-1550	2000-1550 BCE	Levant_South_IBA	Yehud
mtDNA1536	48.1435986	9.4498522	412	538	412-538 calCE (1619±22 BP)	Germanic	Altheim
mtDNA1537	32.7125	36.566667	666	768	666-768 cal AD 2σ	Arab_Early	Tell Qarassa North
mtDNA1538	38.172218	34.49387	-6645	-6481	6645-6481 calBCE (7750±30 BP, Beta-410030)	Anatolia_N	Tepecik-Çiftlik Höyük
mtDNA1539	36.9944	45.4744	-6020	-5889	6020-5889 calBCE (7075±30 BP, PSUAMS-2345)	Iran_CA	Hajji Firuz
mtDNA1540	43.084417	44.632667	-3907	-3704	3907-3704 calBC	Maykop	Nogir 3
mtDNA1541	37.1461	-3.5913	1300	1500	1300-1500 CE	Iberia_Muslim	Necrópolis de Cobertizo Viejo, La Zubia, Granada, Andalusia
mtDNA1542	38.1907	62.0343	-2300	-2250	2300-2250 BCE	BMAC	Gonur
mtDNA1543	36.8831	14.5712	-3000	-1600	3000-1600 BCE	Sicily_EBA	Sicily, Contrada Paolina, Castellucciana
mtDNA1544	36.8831	14.5712	-3000	-1600	3000-1600 BCE	Sicily_EBA	Sicily, Contrada Paolina, Castellucciana
mtDNA1545	55.84855	61.55211	900	1100	X-XI centuries	Urals_Trans_EMA	Uyelgi, Chelyabinsk region
mtDNA1546	30.649857	61.400311	-3200	-2100	3200-2100 BCE	Indus_Periphery	Seistan, Shahr-i Sokhta
mtDNA1547	36.280247	72.414702	706	945	706-945 calCE (1200±30 BP, Beta-428663)	Swat_Med	Swat Valley, Parwak
mtDNA1548	34.0665041	47.9762632	-8202	-7752	8202-7752 calBCE (8833±41 BP, MAMS-25472)	Iran_N	Tepe Abdul Hosein, Central Zagros
mtDNA1549	32.03244	34.89061	-2000	-1550	2000-1550 BCE	Levant_South_IBA	Yehud
mtDNA1550	33.561623	35.371184	-1800	-1600	1800-1600 BCE	Levant_BA	Sidon
mtDNA1551	32.58472	35.01694	-2340	-2146	2340-2146 calBCE (3810±20 BP, PSUAMS-2167)	Levant_South_IBA	Tel Megiddo
mtDNA1552	53.958333	-1.080278	100	400	50-350 CE	Britain_Roman	Driffield Terrace
mtDNA1553	29.9	31.2	-779	-544	779-544 calBCE (2513±24 BP, MAMS-23617)	Egypt_Pre_Ptolemaic	Abusir el-Meleq
mtDNA1554	32.03244	34.89061	-2000	-1550	2000-1550 BCE	Levant_South_IBA	Yehud
mtDNA1555	48.961111	10.130556	1486	1627	1,486–1,627 calAD	CEU_EM	Ellwangen
mtDNA1556	41.8964977	12.4718662	772	955	772-955 calCE (1175±25 BP, UCIAMS-213633)	Italy_MA	Cancelleria
mtDNA1557	36.23778	36.38472	-1743	-1621	1743-1621 calBCE (3392±23 BP, MAMS-33682)	Levant_North_MLBA	Hatay Province
mtDNA1558	31.988	35.976	-2557	-2296	2557-2296 calBCE (3925±31 BP, OxA-32775)	Levant_BA	'Ain Ghazal
mtDNA1559	41.844153	12.5490107	211	320	211-320 calCE (1810±15 BP, UCIAMS-198888)	Italy_Imperial	Centocelle
mtDNA1560	36.9944	45.4744	-6021	-5891	6021-5891 calBCE (7080±30 BP, PSUAMS-2163)	Iran_CA	Hajji Firuz
mtDNA1561	36.9944	45.4744	-5887	-5816	5891-5720 calBCE (6915±40 BP, PSUAMS-2126)	Iran_CA	Hajji Firuz
mtDNA1562	36.23778	36.38472	-1922	-1750	1922-1750 calBCE (3516±25 BP, MAMS-41109)	Levant_North_MLBA	Hatay Province
mtDNA1563	30.2621031	79.73171874	774	885	774-885 calCE (1200±20 BP, PSUAMS-5464)	India_Medieval	Roopkund Lake
mtDNA1564	41.3144	15.6266	-750	-250	not dated	Apulia_IA	Salapia
mtDNA1565	48.961111	10.130556	1486	1627	1,486–1,627 calAD	CEU_EM	Ellwangen
mtDNA1566	48.961111	10.130556	1486	1627	1,486–1,627 calAD	CEU_EM	Ellwangen
mtDNA1567	41.3144	15.6266	-570	-408	2438 ± 25 BP; 570  -408 calBCE	Apulia_IA	Ordona
mtDNA1568	40.15	45.86	-1212	-1010	1212-1010 calBCE (2908±32 BP, UBA-27939)	Armenia_MLBA	Norabak
mtDNA1569	39.667222	9.426111	-1371	-1125	1371-1125 calBCE (2992±23 BP, MAMS-38286)	Sardinia_Nuragic	Perdasdefogu, NUO
mtDNA1570	43.354032	43.721893	-1950	-1778	1950-1778 BCE (3551±17 BP) [R_combine: (3548±23 BP, MAMS-110560); (3554±23 BP, MAMS-110561)]	Caucasus_MBA	Kudachurt
mtDNA1571	58.3036	26.9478	1570	1600	1570-1600 CE	Baltic_MA_M	Mäletjärve, Tartu, EST
mtDNA1572	39.667222	9.426111	-1198	-991	1198-991 calBCE (2890±24 BP, MAMS-38287)	Sardinia_Nuragic	Perdasdefogu, NUO
mtDNA1573	39.683255	9.433333	-1255	-1055	1255-1055 calBCE (2950±20 BP, PSUAMS-4876)	Sardinia_Nuragic	Sardinia, Perdasdefogu
mtDNA1574	39.667222	9.426111	-1374	-1126	1374-1126 calBCE (2996±24 BP, MAMS-38282)	Sardinia_Nuragic	Perdasdefogu, NUO
mtDNA1575	45.934722	20.404444	-2134	-1737	2134-1737 BC	Balkans_EBA	Mokrin necropolis
mtDNA1576	48.961111	10.130556	1486	1627	1,486–1,627 calAD	CEU_EM	Ellwangen
mtDNA1577	43.194	17.344	-1618	-1517	1618-1517 calBCE (3305±20 BP, PSUAMS-2257)	Balkans_BA	Veliki Vanik
mtDNA1578	42.1	11.8	-700	-600	700-600 BCE	Italy_IA_Republic	Civitavecchia
mtDNA1579	41.6877312	13.0864953	1280	1430	1280-1430 calCE	Italy_LMA	Villa Magna
mtDNA1580	41.9179937	12.4912439	0	200	1-200 CE	Italy_Imperial	Via Paisiello (Necropoli Salaria)
mtDNA1581	51.74499411	11.75691605	1276	1383	1276-1383 calAD	CEU_Medieval	Wüstung Krakau bei Peißen, Saxony-Anhalt
mtDNA1582	56.7279175	16.7191707	800	1100	800-1100 CE	Viking	Oland
mtDNA1583	37.66666667	67	-1600	-1300	1600-1300 BCE	BMAC	Bustan
mtDNA1584	36.280247	72.414702	1	1000	1-1000 CE	Swat_Med	Swat Valley, Parwak
mtDNA1585	34.75146111	72.40193611	-1000	-800	1000-800 BCE	SPGT	Swat Valley, Loebanr
mtDNA1586	34.75146111	72.40193611	-1000	-800	1000-800 BCE	SPGT	Swat Valley, Loebanr
mtDNA1587	30.24720461	79.73739624	1683	1936	1683-1936 calCE (125±20 BP, PSUAMS-5468)	India_Modern	Roopkund Lake
mtDNA1588	30.24720461	79.73739624	674	773	674-773 calCE (1280±15 BP, PSUAMS-4606)	India_Medieval	Roopkund Lake
mtDNA1589	30.649857	61.400311	-2900	-2800	2900-2800 BCE	Indus_Periphery	Seistan, Shahr-i Sokhta
mtDNA1590	46.204523	18.729916	-5026	-4837	5026-4837 calBCE (6032±32 BP, MAMS-14814)	Balkans_LN	Alsónyék-Elkerülő 2. site
mtDNA1591	44.58333333	38.16666667	-1450	-1200	1450-1200 BCE	Caucasus_BA	Marchenkova Gora, D13
mtDNA1592	47.059972	91.842502	1158	1252	1158-1252 CE	Mongol	Khoit Tsenkher (Tarvagatain Am), Khovd 
mtDNA1593	37.66666667	67	-1600	-1300	1600-1300 BCE	BMAC	Bustan
mtDNA1594	35.591	53.501	-9100	-8600	9100-8600 BCE	Iran_HG	Hotu Cave
mtDNA1595	41.6136944	35.8711361	-3959	-3797	3959-3797 calBCE (5080±27 BP, MAMS-40678)	Anatolia_North_LC	Samsun Province
mtDNA1596	36.9572222	-4.12	400	700	400-700 CE	Iberia_EMA	Necrópolis de las Delicias, Ventas de Zafarraya, Granada, Andalusia
mtDNA1597	47.2407	21.1866	900	1000	Xth c. second half	Magyar	Sárrétudvari–Hízóföld/81
mtDNA1598	30.24720461	79.73739624	1675	1943	1675-1943 calCE (140±15 BP, PSUAMS-4595)	India_Modern	Roopkund Lake
mtDNA1599	36.8831	14.5712	-3000	-1600	3000-1600 BCE	Sicily_EBA	Sicily, Contrada Paolina, Castellucciana
mtDNA1600	30.2621031	79.73171874	886	990	886-990 calCE (1125±20 BP, PSUAMS-5436)	India_Medieval	Roopkund Lake
mtDNA1601	38.381944	38.361111	-3487	-3105	3487-3105 calBCE (4563±25 BP, MAMS-33547)	Anatolia_East_LC	Malatya Province
mtDNA1602	42.1333	3.1083	-376	-201	376-201 calBCE (2220±20 BP, PSUAMS-4277)	Iberia_Hel	Empúries, Girona, Catalonia
mtDNA1603	33.560556	35.398056	1000	1300	1000-1300 CE	Levant_MA	Sidon
mtDNA1604	37.1775	-3.609166667	200	400	200-400 CE	Iberia_Roman	Plaza Einstein, Granada, Andalusia
mtDNA1605	37.1775	-3.609166667	261	531	261-531 calCE (1660±25 BP, PSUAMS-2081)	Iberia_Roman	Plaza Einstein, Granada, Andalusia
mtDNA1606	38.381944	38.361111	-3508	-3354	3508-3354 calBCE (4623±24 BP, MAMS-33544)	Anatolia_East_LC	Malatya Province
mtDNA1607	32.58472	35.01694	-1497	-1302	1497-1302 calBCE (3135±30 BP, Poz-83433)	Levant_South_MLBA	Tel Megiddo
mtDNA1608	32.58472	35.01694	-1516	-1436	1516-1436 calBCE (3220±20 BP, OS-139223)	Levant_South_MLBA	Tel Megiddo
mtDNA1609	21.05999224	30.65674782	708	752	1220±22 BP, UGAMS-34404	Sudan_MA	Kulubnarti
mtDNA1610	21.05999224	30.65674782	658	702	1270±22 BP, UGAMS-34406	Sudan_MA	Kulubnarti
mtDNA1611	21.05999224	30.65674782	650	1000	650-1000 CE	Sudan_MA	Kulubnarti
