id	name	ja-JP	region	min_pop_placed_per_cell	max_pop_placed_per_cell	init_pop	immigrant	increased_immigration	mtdna_region	language_region	pop_ad725	directions	direction_min_distance	language	hunter_gatherer	farming	snp	agricultural_capable
1	道南	道南	1	15	35	2174	0	0	JomonHokkaido	test1	0	1/1/1/1/1/1/1/1	160	0	255	0	255	0
2	道央	道央	1	15	35	4959	0	0	JomonHokkaido	test2	0	1/1/1/1/1/1/1/1	160	0	255	0	255	0
3	道北	道北	1	15	35	1000	0	0	JomonHokkaido	test3	0	1/1/1/1/1/1/1/1	160	0	255	0	255	0
4	道東	道東	1	15	35	3000	0	0	JomonHokkaido	test4	0	1/1/1/1/1/1/1/1	160	0	255	0	255	0
5	サハリン南部	サハリン南部	2	15	35	1000	0	0	Sakhalin2	test5	0	1/1/1/1/1/1/1/1	160	1	255	0	0	0
6	サハリン中部	サハリン中部	2	15	35	1000	0	0	Sakhalin2	test6	0	1/1/1/1/1/1/1/1	160	1	255	0	0	0
7	サハリン北部	サハリン北部	2	15	35	1000	30	0	Sakhalin1	test7	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
8	アムール川下流域	アムール川下流域	3	15	35	0	0	0	Sakhalin1	test8	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
9	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
10	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
11	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
12	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
13	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
14	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
15	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
16	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
17	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
18	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
19	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
20	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
21	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
22	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
23	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
24	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
25	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
26	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
27	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
28	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
29	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
30	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
31	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
32	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
33	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
34	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
35	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
36	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
37	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
38	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
39	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
40	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
41	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
42	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
43	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
44	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
45	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
46	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
47	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
48	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
49	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
50	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
51	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
52	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
53	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
54	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
55	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
56	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
57	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
58	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
59	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
60	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
61	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
62	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
63	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
64	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
65	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
66	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
67	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
68	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
69	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
70	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	3	255	0	0	0
71	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
72	null	null	4	4	35	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
73	null	null	4	0	0	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	3	255	0	0	0
74	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
75	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
76	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
