key	value
view_header	مشاهده
view_calendar	تقویم
view_map	نقشه
view_ui	UI
view_simulation	شبیه‌سازی
view_person	شخص
view_territory	قلمرو
view_flow_curve	منحنی جریان
view_license	مجوز
view_debug	اشکال زدایی
view_3d	سه بعدی
place_names_header	نام مکان
ancient_text	متن باستانی
administrative	اداری
indigenous	بومی
historical_state	کشور تاریخی
general	عمومی
item	شیء
kamekanbo	گورخمره
stone_coffin	تابوت سنگی
doken	شمشیر مفرغی
dotaku	Dotaku
coin	سکه
structure	ساختار
site	محوطه باستانی
tomb	مقبره
dolmen	میزسنگ
genomes_header	ژنوم
human_bone	استخوان انسان
mtdna	دی‌ان‌ای میتوکندری
ydna	دی‌ان‌ای Y
map_header	نقشه
map_base	پایه
map_land_and_sea	خشکی و دریا
map_land_and_water	زمین و آب
map_soil	خاک
map_soil_temperature	دمای خاک
map_ryosei_country	کشور Ryosei
map_ryosei_line	خط Ryosei
map_slope	شیب
map_lakes_and_rivers1	دریاچه ها و رودخانه ها 1
map_lakes_and_rivers2	دریاچه ها و رودخانه ها 2
map_line1	خط 1
map_line2	خط 2
