key	value
view_header	Προβολή
view_calendar	Ημερολόγιο
view_map	Χάρτης
view_ui	UI
view_simulation	Προσομοίωση
view_person	Πρόσωπο
view_license	Άδεια
view_debug	Αποσφαλμάτωση
view_3d	3D
place_names_header	Τοπωνύμια
ancient_text	Αρχαίο κείμενο
administrative	Διοικητικός
indigenous	Αυτόχθων
historical_state	Ιστορικό κράτος
general	Γενικός
item	Αντικείμενο
kamekanbo	Ταφή σε πίθο
stone_coffin	Πέτρινη Σαρκοφάγος
doken	Χάλκινο σπαθί
dotaku	Ντοτάκου
coin	Νόμισμα
structure	Δομή
site	Αρχαιολογική θέση
tomb	Τάφος
dolmen	Ντολμέν
genomes_header	Γονιδιώματα
human_bone	Ανθρώπινο οστό
mtdna	mtDNA
ydna	Y-DNA
map_header	Χάρτης
map_base	Βάση
map_land_and_sea	Γη και θάλασσα
map_land_and_water	Γη και Νερό
map_soil	Έδαφος
map_soil_temperature	Θερμοκρασία εδάφους
map_ryosei_country	Χώρα Ryosei
map_ryosei_line	Γραμμή Ryosei
map_slope	Κλίση
map_lakes_and_rivers1	Λίμνες και ποτάμια1
map_lakes_and_rivers2	Λίμνες και ποτάμια2
map_line1	Γραμμή1
map_line2	Γραμμή2
